SurveyID,Data_Source,Region,System,Waterbody,Species,Life Stage,IndexType,Year,n,n_pos,prop_pos,Index,SE,CV,LCI,UCI,ForModelingUse
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2006,80,22,0.27,5.11,2.48,0.48,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2007,120,63,0.52,8.28,1.83,0.22,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2008,120,59,0.49,7.13,2.89,0.4,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2009,120,39,0.32,5.7,2.28,0.4,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2010,78,48,0.61,2.28,0.34,0.15,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2011,92,40,0.43,3.31,0.95,0.28,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2012,120,40,0.33,3.76,1.54,0.41,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2013,120,60,0.5,1.95,0.32,0.16,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2014,120,43,0.35,2.96,0.79,0.26,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2015,120,55,0.45,2.58,0.64,0.24,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2016,116,43,0.37,14.95,5.53,0.37,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2017,64,5,0.07,0.29,0.09,0.34,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2018,92,35,0.38,6.21,3.42,0.55,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2019,120,59,0.49,7.68,2.31,0.3,,,1
22,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Alewife,Trawl_TBD,Stratified arithmetic mean,2021,66,8,0.12,1.02,0.32,0.31,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1984,32,23,0.71,8.95,3.08,0.34,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1985,46,9,0.19,0.89,0.31,0.35,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1986,116,27,0.23,1.41,0.96,0.68,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1987,120,11,0.09,0.39,0.13,0.34,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1988,120,4,0.03,0.9,0.41,0.45,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1989,120,5,0.04,1.65,0.76,0.46,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1990,120,9,0.07,0.25,0.13,0.52,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1991,120,12,0.1,0.2,0.06,0.33,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1992,80,7,0.08,1.16,0.65,0.56,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1993,120,9,0.07,0.48,0.26,0.55,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1994,120,31,0.25,5.27,1.56,0.29,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1995,120,26,0.21,1.41,0.47,0.33,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1996,120,22,0.18,0.51,0.13,0.25,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1997,120,20,0.16,3.38,1.32,0.39,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1998,120,9,0.07,1.39,0.71,0.51,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,1999,120,1,8.33E-03,0.09,0.05,0.59,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2000,120,24,0.2,0.82,0.23,0.28,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2001,120,19,0.15,1.54,0.91,0.59,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2002,120,12,0.1,0.42,0.16,0.38,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2003,120,23,0.19,0.67,0.2,0.3,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2004,119,26,0.21,1.04,0.28,0.27,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2005,120,26,0.21,0.54,0.14,0.26,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2006,80,5,0.06,0.58,0.31,0.53,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2007,120,24,0.2,0.8,0.2,0.26,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2008,120,18,0.15,0.56,0.24,0.43,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2009,120,29,0.24,1.46,0.66,0.45,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2010,78,18,0.23,1.34,0.66,0.49,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2011,92,8,0.08,0.46,0.19,0.41,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2012,120,12,0.1,0.25,0.11,0.46,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2013,120,24,0.2,0.38,0.11,0.3,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2014,120,15,0.12,0.3,0.13,0.44,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2015,120,28,0.23,0.99,0.24,0.25,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2016,116,14,0.12,2.06,0.92,0.44,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2017,64,0,0,0.67,0.37,0.55,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2018,92,9,0.09,3.83,3.1,0.81,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2019,120,18,0.15,0.58,0.17,0.3,,,1
23,CT_LIS_Trawl_Spring,,Long Island Sound,Atlantic Ocean,Blueback,Trawl_TBD,Stratified arithmetic mean,2021,66,2,0.03,0.1,0.06,0.61,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1979,25,23,0.92,265.5,134.66,0.5,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1980,42,26,0.61,352.91,198.26,0.56,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1981,42,31,0.73,405.62,219.33,0.54,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1982,36,20,0.55,151.37,85.26,0.56,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1983,39,29,0.74,2554.23,1737.3,0.68,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1984,23,19,0.82,2387.62,1484.98,0.62,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1985,26,26,1,1165.82,584.05,0.5,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1986,41,37,0.9,654.56,290.32,0.44,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1987,41,35,0.85,1600.72,898.86,0.56,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1988,42,35,0.83,1103.2,588.97,0.53,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1989,42,39,0.92,450,207.88,0.46,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1990,45,40,0.88,1104.6,582.19,0.52,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1991,46,31,0.67,650.2,391.7,0.6,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1992,51,46,0.9,585.99,301.35,0.51,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1993,46,30,0.65,278.84,142.48,0.51,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1994,45,43,0.95,411.53,157.88,0.38,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1995,51,38,0.74,90.13,40.39,0.44,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1996,47,42,0.89,196.69,62.84,0.31,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1997,48,42,0.87,2446.86,1449.47,0.59,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1998,54,47,0.87,135.95,53.32,0.39,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,1999,48,42,0.87,219.06,98.65,0.45,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2000,42,38,0.9,73.51,19.1,0.25,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2001,45,23,0.51,157.29,83.97,0.53,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2002,47,35,0.74,214.47,89.44,0.41,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2003,48,34,0.7,133.66,57.41,0.42,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2004,48,28,0.58,50.2,18.78,0.37,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2005,44,34,0.77,153.27,74.02,0.48,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2006,51,37,0.72,110.15,42.67,0.38,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2007,44,38,0.86,372.43,173.55,0.46,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2008,44,33,0.75,49.22,20.35,0.41,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2009,48,35,0.72,29.98,9.09,0.3,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2010,45,42,0.93,1746.52,1003.71,0.57,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2011,39,31,0.79,142.57,75.7,0.53,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2012,45,25,0.55,183.91,111.77,0.6,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2013,42,39,0.92,192.13,53.66,0.27,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2014,42,31,0.73,154.66,64.26,0.41,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2015,42,35,0.83,460.61,217.03,0.47,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2016,40,22,0.55,81.52,46.1,0.56,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2017,45,38,0.84,68.08,24.7,0.36,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2018,45,43,0.95,593.1,278.3,0.46,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2019,45,39,0.86,133.64,58.67,0.43,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2020,21,15,0.71,320.45,202.03,0.63,,,1
121,CTR_BBH_Juv_Seine,MAT,Connecticut River,Connecticut River,Blueback,YOY,Delta mean,2021,30,19,0.63,78.3,39.28,0.5,,,1
123,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Alewife,Juvenile,Geometric mean,2017,,,,0.14,,,,,0
123,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Alewife,Juvenile,Geometric mean,2018,,,,0.27,,,,,0
123,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Alewife,Juvenile,Geometric mean,2019,,,,0.13,,,,,0
123,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Alewife,Juvenile,Geometric mean,2020,,,,0,,,,,0
123,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Alewife,Juvenile,Geometric mean,2021,,,,0.4,,,,,0
124,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Blueback,Juvenile,Geometric mean,2017,,,,1.24,,,,,0
124,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Blueback,Juvenile,Geometric mean,2018,,,,1.49,,,,,0
124,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Blueback,Juvenile,Geometric mean,2019,,,,0.4,,,,,0
124,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Blueback,Juvenile,Geometric mean,2020,,,,1.43,,,,,0
124,DE_FI_Haul_Seine,MAT,Delaware Bay,Delaware Bay,Blueback,Juvenile,Geometric mean,2021,,,,3.72,,,,,0
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,1999,,,,0.9,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2000,,,,0.8,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2001,,,,1.3,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2002,,,,0.7,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2003,,,,0.2,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2004,,,,0.1,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2005,,,,0.3,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2006,,,,0.1,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2007,,,,0.2,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2008,,,,0.07,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2009,,,,0.1,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2010,,,,0.6,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2011,,,,1.4,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2012,,,,0.7,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2013,,,,0.4,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2014,,,,1.2,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2015,,,,1.6,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2016,,,,0.4,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2017,,,,0.2,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2018,,,,0.3,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2019,,,,0.6,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2020,,,,0.2,,,,,1
80,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Alewife,Juvenile,Geometric mean,2021,,,,0.03,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,1999,,,,6.7,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2000,,,,8.2,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2001,,,,8.3,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2002,,,,2,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2003,,,,5.2,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2004,,,,10.6,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2005,,,,1.9,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2006,,,,3.3,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2007,,,,6.7,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2008,,,,0.6,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2009,,,,10.3,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2010,,,,10.7,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2011,,,,29,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2012,,,,3,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2013,,,,7,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2014,,,,10.3,,,,,1
81,DE_FI_Nanticoke_Seine_Survey,MAT,Chesapeake Bay,Nanticoke,Blueback,Juvenile,Geometric mean,2015,,,,9.2,,,,,1
